Downloaded from wid.world on 15-11-2025 at 04:14:13
Kenya ;"ghweal_pall_999_j_KE
Net personal wealth
Total population | Gini coefficient | all ages | equal split
";pall;1820;0.8356
Kenya ;"ghweal_pall_999_j_KE
Net personal wealth
Total population | Gini coefficient | all ages | equal split
";pall;1821;
Kenya ;"ghweal_pall_999_j_KE
Net personal wealth
Total population | Gini coefficient | all ages | equal split
";pall;1822;
Kenya ;"ghweal_pall_999_j_KE
Net personal wealth
Total population | Gini coefficient | all ages | equal split
";pall;1823;
Kenya ;"ghweal_pall_999_j_KE
Net personal wealth
Total population | Gini coefficient | all ages | equal split
";pall;1824;
Kenya ;"ghweal_pall_999_j_KE
Net personal wealth
Total population | Gini coefficient | all ages | equal split
";pall;1825;
Kenya ;"ghweal_pall_999_j_KE
Net personal wealth
Total population | Gini coefficient | all ages | equal split
";pall;1826;
Kenya ;"ghweal_pall_999_j_KE
Net personal wealth
Total population | Gini coefficient | all ages | equal split
";pall;1827;
Kenya ;"ghweal_pall_999_j_KE
Net personal wealth
Total population | Gini coefficient | all ages | equal split
";pall;1828;
Kenya ;"ghweal_pall_999_j_KE
Net personal wealth
Total population | Gini coefficient | all ages | equal split
";pall;1829;
Kenya ;"ghweal_pall_999_j_KE
Net personal wealth
Total population | Gini coefficient | all ages | equal split
";pall;1830;
Kenya ;"ghweal_pall_999_j_KE
Net personal wealth
Total population | Gini coefficient | all ages | equal split
";pall;1831;
Kenya ;"ghweal_pall_999_j_KE
Net personal wealth
Total population | Gini coefficient | all ages | equal split
";pall;1832;
Kenya ;"ghweal_pall_999_j_KE
Net personal wealth
Total population | Gini coefficient | all ages | equal split
";pall;1833;
Kenya ;"ghweal_pall_999_j_KE
Net personal wealth
Total population | Gini coefficient | all ages | equal split
";pall;1834;
Kenya ;"ghweal_pall_999_j_KE
Net personal wealth
Total population | Gini coefficient | all ages | equal split
";pall;1835;
Kenya ;"ghweal_pall_999_j_KE
Net personal wealth
Total population | Gini coefficient | all ages | equal split
";pall;1836;
Kenya ;"ghweal_pall_999_j_KE
Net personal wealth
Total population | Gini coefficient | all ages | equal split
";pall;1837;
Kenya ;"ghweal_pall_999_j_KE
Net personal wealth
Total population | Gini coefficient | all ages | equal split
";pall;1838;
Kenya ;"ghweal_pall_999_j_KE
Net personal wealth
Total population | Gini coefficient | all ages | equal split
";pall;1839;
Kenya ;"ghweal_pall_999_j_KE
Net personal wealth
Total population | Gini coefficient | all ages | equal split
";pall;1840;
Kenya ;"ghweal_pall_999_j_KE
Net personal wealth
Total population | Gini coefficient | all ages | equal split
";pall;1841;
Kenya ;"ghweal_pall_999_j_KE
Net personal wealth
Total population | Gini coefficient | all ages | equal split
";pall;1842;
Kenya ;"ghweal_pall_999_j_KE
Net personal wealth
Total population | Gini coefficient | all ages | equal split
";pall;1843;
Kenya ;"ghweal_pall_999_j_KE
Net personal wealth
Total population | Gini coefficient | all ages | equal split
";pall;1844;
Kenya ;"ghweal_pall_999_j_KE
Net personal wealth
Total population | Gini coefficient | all ages | equal split
";pall;1845;
Kenya ;"ghweal_pall_999_j_KE
Net personal wealth
Total population | Gini coefficient | all ages | equal split
";pall;1846;
Kenya ;"ghweal_pall_999_j_KE
Net personal wealth
Total population | Gini coefficient | all ages | equal split
";pall;1847;
