Downloaded from wid.world on 15-11-2025 at 04:11:01
Kenya ;"gptinc_pall_999_j_KE
Pre-tax national income 
Total population | Gini coefficient | all ages | equal split
";pall;1820;0.5855
Kenya ;"gptinc_pall_999_j_KE
Pre-tax national income 
Total population | Gini coefficient | all ages | equal split
";pall;1821;
Kenya ;"gptinc_pall_999_j_KE
Pre-tax national income 
Total population | Gini coefficient | all ages | equal split
";pall;1822;
Kenya ;"gptinc_pall_999_j_KE
Pre-tax national income 
Total population | Gini coefficient | all ages | equal split
";pall;1823;
Kenya ;"gptinc_pall_999_j_KE
Pre-tax national income 
Total population | Gini coefficient | all ages | equal split
";pall;1824;
Kenya ;"gptinc_pall_999_j_KE
Pre-tax national income 
Total population | Gini coefficient | all ages | equal split
";pall;1825;
Kenya ;"gptinc_pall_999_j_KE
Pre-tax national income 
Total population | Gini coefficient | all ages | equal split
";pall;1826;
Kenya ;"gptinc_pall_999_j_KE
Pre-tax national income 
Total population | Gini coefficient | all ages | equal split
";pall;1827;
Kenya ;"gptinc_pall_999_j_KE
Pre-tax national income 
Total population | Gini coefficient | all ages | equal split
";pall;1828;
Kenya ;"gptinc_pall_999_j_KE
Pre-tax national income 
Total population | Gini coefficient | all ages | equal split
";pall;1829;
Kenya ;"gptinc_pall_999_j_KE
Pre-tax national income 
Total population | Gini coefficient | all ages | equal split
";pall;1830;
Kenya ;"gptinc_pall_999_j_KE
Pre-tax national income 
Total population | Gini coefficient | all ages | equal split
";pall;1831;
Kenya ;"gptinc_pall_999_j_KE
Pre-tax national income 
Total population | Gini coefficient | all ages | equal split
";pall;1832;
Kenya ;"gptinc_pall_999_j_KE
Pre-tax national income 
Total population | Gini coefficient | all ages | equal split
";pall;1833;
Kenya ;"gptinc_pall_999_j_KE
Pre-tax national income 
Total population | Gini coefficient | all ages | equal split
";pall;1834;
Kenya ;"gptinc_pall_999_j_KE
Pre-tax national income 
Total population | Gini coefficient | all ages | equal split
";pall;1835;
Kenya ;"gptinc_pall_999_j_KE
Pre-tax national income 
Total population | Gini coefficient | all ages | equal split
";pall;1836;
Kenya ;"gptinc_pall_999_j_KE
Pre-tax national income 
Total population | Gini coefficient | all ages | equal split
";pall;1837;
Kenya ;"gptinc_pall_999_j_KE
Pre-tax national income 
Total population | Gini coefficient | all ages | equal split
";pall;1838;
Kenya ;"gptinc_pall_999_j_KE
Pre-tax national income 
Total population | Gini coefficient | all ages | equal split
";pall;1839;
Kenya ;"gptinc_pall_999_j_KE
Pre-tax national income 
Total population | Gini coefficient | all ages | equal split
";pall;1840;
Kenya ;"gptinc_pall_999_j_KE
Pre-tax national income 
Total population | Gini coefficient | all ages | equal split
";pall;1841;
Kenya ;"gptinc_pall_999_j_KE
Pre-tax national income 
Total population | Gini coefficient | all ages | equal split
";pall;1842;
Kenya ;"gptinc_pall_999_j_KE
Pre-tax national income 
Total population | Gini coefficient | all ages | equal split
";pall;1843;
Kenya ;"gptinc_pall_999_j_KE
Pre-tax national income 
Total population | Gini coefficient | all ages | equal split
";pall;1844;
Kenya ;"gptinc_pall_999_j_KE
Pre-tax national income 
Total population | Gini coefficient | all ages | equal split
";pall;1845;
Kenya ;"gptinc_pall_999_j_KE
Pre-tax national income 
Total population | Gini coefficient | all ages | equal split
";pall;1846;
Kenya ;"gptinc_pall_999_j_KE
Pre-tax national income 
Total population | Gini coefficient | all ages | equal split
";pall;1847;
Kenya ;"gptinc_pall_999_j_KE
Pre-tax national income 
Total population | Gini coefficient | all ages | equal split
";pall;1848;
Kenya ;"gptinc_pall_999_j_KE
Pre-tax national income 
Total population | Gini coefficient | all ages | equal split
";pall;1849;
Kenya ;"gptinc_pall_999_j_KE
Pre-tax national income 
Total population | Gini coefficient | all ages | equal split
";pall;1850;0.5932000000000001
Kenya ;"gptinc_pall_999_j_KE
Pre-tax national income 
Total population | Gini coefficient | all ages | equal split
";pall;1851;
Kenya ;"gptinc_pall_999_j_KE
Pre-tax national income 
Total population | Gini coefficient | all ages | equal split
";pall;1852;
Kenya ;"gptinc_pall_999_j_KE
Pre-tax national income 
Total population | Gini coefficient | all ages | equal split
";pall;1853;
Kenya ;"gptinc_pall_999_j_KE
Pre-tax national income 
Total population | Gini coefficient | all ages | equal split
";pall;1854;
Kenya ;"gptinc_pall_999_j_KE
Pre-tax national income 
Total population | Gini coefficient | all ages | equal split
";pall;1855;
Kenya ;"gptinc_pall_999_j_KE
Pre-tax national income 
Total population | Gini coefficient | all ages | equal split
";pall;1856;
Kenya ;"gptinc_pall_999_j_KE
Pre-tax national income 
Total population | Gini coefficient | all ages | equal split
";pall;1857;
Kenya ;"gptinc_pall_999_j_KE
Pre-tax national income 
Total population | Gini coefficient | all ages | equal split
";pall;1858;
Kenya ;"gptinc_pall_999_j_KE
Pre-tax national income 
Total population | Gini coefficient | all ages | equal split
";pall;1859;
Kenya ;"gptinc_pall_999_j_KE
Pre-tax national income 
Total population | Gini coefficient | all ages | equal split
";pall;1860;
Kenya ;"gptinc_pall_999_j_KE
Pre-tax national income 
Total population | Gini coefficient | all ages | equal split
";pall;1861;
Kenya ;"gptinc_pall_999_j_KE
Pre-tax national income 
Total population | Gini coefficient | all ages | equal split
";pall;1862;
Kenya ;"gptinc_pall_999_j_KE
Pre-tax national income 
Total population | Gini coefficient | all ages | equal split
";pall;1863;
Kenya ;"gptinc_pall_999_j_KE
Pre-tax national income 
Total population | Gini coefficient | all ages | equal split
";pall;1864;
Kenya ;"gptinc_pall_999_j_KE
Pre-tax national income 
Total population | Gini coefficient | all ages | equal split
";pall;1865;
Kenya ;"gptinc_pall_999_j_KE
Pre-tax national income 
Total population | Gini coefficient | all ages | equal split
";pall;1866;
Kenya ;"gptinc_pall_999_j_KE
Pre-tax national income 
Total population | Gini coefficient | all ages | equal split
";pall;1867;
Kenya ;"gptinc_pall_999_j_KE
Pre-tax national income 
Total population | Gini coefficient | all ages | equal split
";pall;1868;
Kenya ;"gptinc_pall_999_j_KE
Pre-tax national income 
Total population | Gini coefficient | all ages | equal split
";pall;1869;
Kenya ;"gptinc_pall_999_j_KE
Pre-tax national income 
Total population | Gini coefficient | all ages | equal split
";pall;1870;
Kenya ;"gptinc_pall_999_j_KE
Pre-tax national income 
Total population | Gini coefficient | all ages | equal split
";pall;1871;
Kenya ;"gptinc_pall_999_j_KE
Pre-tax national income 
Total population | Gini coefficient | all ages | equal split
";pall;1872;
Kenya ;"gptinc_pall_999_j_KE
Pre-tax national income 
Total population | Gini coefficient | all ages | equal split
";pall;1873;
Kenya ;"gptinc_pall_999_j_KE
Pre-tax national income 
Total population | Gini coefficient | all ages | equal split
";pall;1874;
Kenya ;"gptinc_pall_999_j_KE
Pre-tax national income 
Total population | Gini coefficient | all ages | equal split
";pall;1875;
Kenya ;"gptinc_pall_999_j_KE
Pre-tax national income 
Total population | Gini coefficient | all ages | equal split
";pall;1876;
Kenya ;"gptinc_pall_999_j_KE
Pre-tax national income 
Total population | Gini coefficient | all ages | equal split
";pall;1877;
Kenya ;"gptinc_pall_999_j_KE
Pre-tax national income 
Total population | Gini coefficient | all ages | equal split
";pall;1878;
Kenya ;"gptinc_pall_999_j_KE
Pre-tax national income 
Total population | Gini coefficient | all ages | equal split
";pall;1879;
Kenya ;"gptinc_pall_999_j_KE
Pre-tax national income 
Total population | Gini coefficient | all ages | equal split
";pall;1880;0.6227
Kenya ;"gptinc_pall_999_j_KE
Pre-tax national income 
Total population | Gini coefficient | all ages | equal split
";pall;1881;
Kenya ;"gptinc_pall_999_j_KE
Pre-tax national income 
Total population | Gini coefficient | all ages | equal split
";pall;1882;
Kenya ;"gptinc_pall_999_j_KE
Pre-tax national income 
Total population | Gini coefficient | all ages | equal split
";pall;1883;
Kenya ;"gptinc_pall_999_j_KE
Pre-tax national income 
Total population | Gini coefficient | all ages | equal split
";pall;1884;
Kenya ;"gptinc_pall_999_j_KE
Pre-tax national income 
Total population | Gini coefficient | all ages | equal split
";pall;1885;
Kenya ;"gptinc_pall_999_j_KE
Pre-tax national income 
Total population | Gini coefficient | all ages | equal split
";pall;1886;
Kenya ;"gptinc_pall_999_j_KE
Pre-tax national income 
Total population | Gini coefficient | all ages | equal split
";pall;1887;
Kenya ;"gptinc_pall_999_j_KE
Pre-tax national income 
Total population | Gini coefficient | all ages | equal split
";pall;1888;
Kenya ;"gptinc_pall_999_j_KE
Pre-tax national income 
Total population | Gini coefficient | all ages | equal split
";pall;1889;
Kenya ;"gptinc_pall_999_j_KE
Pre-tax national income 
Total population | Gini coefficient | all ages | equal split
";pall;1890;
Kenya ;"gptinc_pall_999_j_KE
Pre-tax national income 
Total population | Gini coefficient | all ages | equal split
";pall;1891;
Kenya ;"gptinc_pall_999_j_KE
Pre-tax national income 
Total population | Gini coefficient | all ages | equal split
";pall;1892;
Kenya ;"gptinc_pall_999_j_KE
Pre-tax national income 
Total population | Gini coefficient | all ages | equal split
";pall;1893;
Kenya ;"gptinc_pall_999_j_KE
Pre-tax national income 
Total population | Gini coefficient | all ages | equal split
";pall;1894;
